garage_id,part_description,mapped_part_code,mapped_part_name,mapping_confidence,part_category,error_type,mapping_timestamp,is_error,mapping_source,processing_time
G0210,Rear Bumper Assy,P081,Rear Bumper,89.85804429818224,Exterior,,2025-01-24 07:18:47.823200,False,AI Model,3.3875653045148044
G0211,Door Front Left,P086,Door Front Left,93.443763251973,Body,,2024-11-25 10:21:47.823200,False,AI Model,1.0557726784856152
G0212,Bonnet,P052,Hood,87.89271994635111,Body,,2025-02-09 18:22:47.823200,False,AI Model,1.2320460866072347
G0213,Bonnet,P062,Hood,81.961975134455,Body,,2025-02-10 07:30:47.823200,False,AI Model,4.149340503612436
G0214,Door Front Left,P046,Door Front Left,95.49715327578392,Body,,2025-01-08 10:10:47.823200,False,AI Model,1.0510235093472076
G0215,Fender Left,P008,Fender Left,93.12652411114647,Exterior,,2024-12-27 21:30:47.823200,False,AI Model,0.9969907009124221
G0216,Head Lamp,P004,Headlight Left,83.24398051272014,Lighting,,2024-11-22 09:55:47.823200,False,AI Model,3.162494661257249
G0217,Door Front Right,P067,Door Front Right,83.49980684945585,Body,,2025-01-13 07:10:47.823200,False,AI Model,3.529335814048739
G0218,Rear Bumper Assy,P051,Rear Bumper,78.70948434663774,Exterior,,2025-01-11 08:17:47.823200,False,AI Model,1.0715977854584875
G0219,Fender Left,P038,Fender Left,81.77859290931607,Exterior,,2024-11-25 11:09:47.823200,False,AI Model,2.822215356021051
G0220,Front Buffer,P010,Front Bumper,56.01375813830947,Exterior,Incorrect Naming,2024-11-28 02:28:47.823200,True,AI Model,1.719131271630467
G0221,Front Lamp,,,45.8658751542937,Lighting,Incorrect Naming,2025-01-18 20:12:47.823200,True,AI Model,4.578175032809907
G0222,Bumper-Front,P030,Front Bumper,78.27839159072661,Exterior,,2025-01-30 01:59:47.823200,False,AI Model,1.6033470831157444
G0223,Wind Shield,P083,Windshield,89.69252637111462,Glass,,2025-01-27 13:48:47.823200,False,AI Model,1.5015847404789882
G0224,Head Lamp,P054,Headlight Left,76.44822614683993,Lighting,,2024-11-24 09:28:47.823200,False,AI Model,2.8125725162665454
G0225,Fender Left,P018,Fender Left,87.27748266929893,Exterior,,2024-12-03 20:57:47.823200,False,AI Model,0.6922892466587118
G0226,Door Front Right,P017,Door Front Right,99.18140482852995,Body,,2024-12-05 00:28:47.823200,False,AI Model,0.8862095665266545
G0227,Rear Bumper Assy,P031,Rear Bumper,98.60052335012287,Exterior,,2025-01-21 14:33:47.823200,False,AI Model,3.782349688643281
G0228,Door Front Left,P056,Door Front Left,84.20895892535952,Body,,2024-12-09 16:50:47.823200,False,AI Model,1.8414106944257778
G0229,Front Glass,P033,Windshield,73.51268560791489,Glass,,2024-11-24 14:18:47.823200,False,AI Model,2.38004480147558
G0230,Door Front Right,P077,Door Front Right,80.63913514628732,Body,,2025-02-11 14:40:47.823200,False,AI Model,1.4800611570186006
G0231,Head Light Assembly,P025,Headlight Right,90.80134609562202,Lighting,,2024-12-13 14:54:47.823200,False,AI Model,4.074092317701865
G0232,Front Bumper Assembly,P070,Front Bumper,80.03773340848161,Exterior,,2024-12-07 22:56:47.823200,False,AI Model,3.014820319077332
G0233,Door Front Left,P016,Door Front Left,98.56065455419971,Body,,2024-12-18 20:08:47.823200,False,AI Model,1.604321572131377
G0234,Hood Panel,P082,Hood,70.57690173396182,Body,,2024-12-11 00:10:47.823200,False,AI Model,2.2555717615407174
G0235,Rear Bumper Assy,P011,Rear Bumper,82.3322852398209,Exterior,,2025-01-20 09:49:47.823200,False,AI Model,4.422455609857173
G0236,Front Headlamp,P055,Headlight Right,87.51183367573498,Lighting,,2024-12-26 05:37:47.823200,False,AI Model,2.1070052384810793
G0237,Fender Right,P019,Fender Right,80.94390665584851,Exterior,,2025-01-07 08:25:47.823200,False,AI Model,3.072351143133918
G0238,Frt Bumper,P080,Front Bumper,89.99360314016721,Exterior,,2025-01-02 03:14:47.823200,False,AI Model,4.239242933026043
G0239,Head Light Assembly,P045,Headlight Right,79.49983879199948,Lighting,,2025-02-03 13:59:47.823200,False,AI Model,0.8260177751823494
G0240,Head Light Assembly,P055,Headlight Right,84.7875577894409,Lighting,,2024-12-09 10:59:47.823200,False,AI Model,3.989294712858762
G0241,Frt Bumper,P060,Front Bumper,98.17492267394437,Exterior,,2024-11-22 05:23:47.823200,False,AI Model,3.345386656835684
G0242,Back Bumper,P041,Rear Bumper,84.25871819751983,Exterior,,2025-01-06 21:41:47.823200,False,AI Model,1.6933298599020499
G0243,Door Front Right,P087,Door Front Right,90.7961201935118,Body,,2025-01-13 02:55:47.823200,False,AI Model,2.7068160212467265
G0244,R Bumper,P091,Rear Bumper,50.628478103118894,Exterior,Incorrect Naming,2025-02-03 11:35:47.823200,True,AI Model,4.462766579143548
G0245,Door Front Left,P086,Door Front Left,87.05384446424493,Body,,2024-12-07 00:44:47.823200,False,AI Model,4.253873903008422
G0246,Front Light,P055,Headlight Right,90.29214949444419,Lighting,,2025-01-19 16:37:47.823200,False,AI Model,2.53471947210839
G0247,Bumper-Front,P040,Front Bumper,92.60243829510064,Exterior,,2024-11-27 17:48:47.823200,False,AI Model,3.5873768339794756
G0248,Front Headlamp,P014,Headlight Left,90.84803995331129,Lighting,,2024-11-24 03:02:47.823200,False,AI Model,3.0254438606093643
G0249,Back Bumper,P091,Rear Bumper,90.70944111783058,Exterior,,2025-02-02 18:20:47.823200,False,AI Model,2.6942630167831076
G0250,Door Front Right,P027,Door Front Right,96.89673228491719,Body,,2024-12-30 14:57:47.823200,False,AI Model,3.0044982993038487
G0251,Fender Right,P059,Fender Right,96.87009004800514,Exterior,,2025-01-06 21:10:47.823200,False,AI Model,3.5321774668835895
G0252,Engine Cover,,,30.015240324948405,Body,Incorrect Naming,2024-12-05 19:20:47.823200,True,AI Model,1.3851578490249554
G0253,Front Windshield,P093,Windshield,87.4552885434891,Glass,,2025-01-03 19:14:47.823200,False,AI Model,1.7853551738466815
G0254,Bumper-Rear,P031,Rear Bumper,73.8871855582506,Exterior,,2024-11-29 16:32:47.823200,False,AI Model,3.087386066669887
G0255,Fender Left,P038,Fender Left,96.02553164634142,Exterior,,2025-01-12 01:31:47.823200,False,AI Model,0.58548079144622
G0256,Front Bumper Assembly,P080,Front Bumper,93.08116476518317,Exterior,,2025-01-04 10:05:47.823200,False,AI Model,3.246388368986252
G0257,Bonnet,P072,Hood,73.38381783161192,Body,,2025-01-19 15:39:47.823200,False,AI Model,3.1047481583959455
G0258,Fender Left,P018,Fender Left,88.21816236375255,Exterior,,2025-01-28 20:43:47.823200,True,AI Model,3.620053649542298
G0259,Front Headlamp,P095,Headlight Right,91.61821129098558,Lighting,,2025-01-03 14:15:47.823200,False,AI Model,2.4702648846788824
G0260,Door Front Right,P077,Door Front Right,93.36145532735537,Body,,2024-11-25 08:19:47.823200,False,AI Model,4.879833468473978
G0261,Head Lamp,P004,Headlight Left,93.40019309317267,Lighting,,2024-12-09 03:22:47.823200,False,AI Model,2.2070142421160615
G0262,Door Front Left,P026,Door Front Left,88.97877108633574,Body,,2025-01-16 20:47:47.823200,False,AI Model,2.62558974753984
G0263,Bumper R,,,43.82801043095192,Exterior,Incorrect Naming,2024-12-16 16:05:47.823200,True,AI Model,1.217802882677978
G0264,Head Lamp,P004,Headlight Left,96.06482609094454,Lighting,,2025-01-12 15:08:47.823200,False,AI Model,2.1873482386996064
G0265,Door Front Right,P057,Door Front Right,93.6248589366191,Body,,2024-12-27 22:32:47.823200,False,AI Model,1.440200545119474
G0266,Head Lamp,P005,Headlight Right,80.76466237182458,Lighting,,2024-12-14 12:36:47.823200,False,AI Model,2.991732554836648
G0267,Wind Shield,P013,Windshield,95.72337522503108,Glass,,2025-01-26 09:19:47.823200,False,AI Model,3.2010745272883496
G0268,Front Glass,P063,Windshield,91.04375522093315,Glass,,2025-01-12 16:57:47.823200,False,AI Model,4.301664549897199
G0269,Back Bumper,P071,Rear Bumper,97.4000084961245,Exterior,,2024-12-30 20:53:47.823200,False,AI Model,4.919658680918465
G0270,Door Front Left,P016,Door Front Left,84.20745346117157,Body,,2025-02-07 02:50:47.823200,False,AI Model,0.6347088383186197
G0271,Fender Right,P069,Fender Right,95.07851712000593,Exterior,,2024-11-20 18:48:47.823200,False,AI Model,2.831178616391489
G0272,Door Front Left,P066,Door Front Left,84.10112167280951,Body,,2024-11-17 11:07:47.823200,False,AI Model,3.6483996962697516
G0273,Rear Bumper Assembly,P041,Rear Bumper,94.0853966170501,Exterior,,2024-11-24 16:51:47.823200,False,AI Model,4.722589264315895
G0274,Fender Left,P048,Fender Left,85.16906958122988,Exterior,,2025-02-13 16:23:47.823200,False,AI Model,0.5660628104474843
G0275,Door Front Left,P066,Door Front Left,92.07821872598348,Body,,2024-11-21 20:17:47.823200,False,AI Model,1.752359216665945
G0276,Fender Left,P068,Fender Left,91.505046823862,Exterior,,2024-11-27 14:41:47.823200,False,AI Model,1.2312636563501471
G0277,Fender Left,P068,Fender Left,93.54730409562809,Exterior,,2025-02-15 07:43:47.823200,False,AI Model,4.385981780333649
G0278,Rear Bumper Assy,P011,Rear Bumper,95.38291647439888,Exterior,,2024-12-13 13:01:47.823200,False,AI Model,3.3660711145624154
G0279,Door Front Right,P097,Door Front Right,84.00836579568166,Body,,2025-01-21 03:26:47.823200,True,AI Model,1.1830834448325318
G0280,Door Front Left,P096,Door Front Left,85.33059217030376,Body,,2025-02-07 20:58:47.823200,False,AI Model,3.967529755044548
G0281,Front Headlamp,P085,Headlight Right,74.88578817558762,Lighting,,2024-11-22 01:52:47.823200,False,AI Model,2.7758211607442385
G0282,Front Bumper Assy,P040,Front Bumper,96.69998561164275,Exterior,,2025-02-01 17:04:47.823200,False,AI Model,2.898003811456909
G0283,Door Front Left,P076,Door Front Left,97.39672073690187,Body,,2024-11-20 06:57:47.823200,True,AI Model,4.208558576735172
G0284,Head Lamp,P084,Headlight Left,92.37790063154833,Lighting,,2024-11-23 10:49:47.823200,False,AI Model,2.744027663712979
G0285,Front Windshield,P053,Windshield,73.13099271089442,Glass,,2024-11-29 18:42:47.823200,False,AI Model,2.5660391969476684
G0286,Fender Left,P088,Fender Left,90.93627174883618,Exterior,,2025-01-09 05:37:47.823200,False,AI Model,4.992386278496826
G0287,Bumper-Rear,P081,Rear Bumper,70.37360563612215,Exterior,,2025-01-18 19:14:47.823200,False,AI Model,0.8169573929633591
G0288,Engine Hood,P042,Hood,98.29509500354501,Body,,2024-12-09 05:06:47.823200,False,AI Model,1.780984390585953
G0289,Front Headlamp,P044,Headlight Left,73.3777188832232,Lighting,,2025-01-30 03:34:47.823200,False,AI Model,0.9832505322314693
G0290,Frt Bumper,P000,Front Bumper,76.54256874796828,Exterior,,2024-12-13 22:46:47.823200,False,AI Model,2.624958744681063
G0291,Wind Shield,P093,Windshield,99.13043274148224,Glass,,2025-02-02 12:33:47.823200,False,AI Model,3.201884596259774
G0292,Hood Panel,P062,Hood,84.47334815460636,Body,,2025-02-03 09:27:47.823200,False,AI Model,0.8397721654805821
G0293,F Bumper,,,49.690685848440744,Exterior,Incorrect Naming,2025-01-20 18:14:47.823200,True,AI Model,0.7126921430121202
G0294,Bonit,P032,Hood,54.029358646859976,Body,Incorrect Naming,2024-12-12 04:26:47.823200,True,AI Model,4.738615949536034
G0295,Front Headlamp,P075,Headlight Right,92.50342445255325,Lighting,,2024-11-18 05:12:47.823200,False,AI Model,4.581907940207996
G0296,Frt Bumper,P000,Front Bumper,75.67144744621794,Exterior,,2024-12-10 20:36:47.823200,False,AI Model,2.8390702765053364
G0297,Head Lamp,P084,Headlight Left,82.95959611089518,Lighting,,2024-11-17 15:46:47.823200,False,AI Model,1.072704732558022
G0298,Fender Left,P088,Fender Left,82.60881712997546,Exterior,,2024-12-15 14:51:47.823200,False,AI Model,3.7909412273234375
G0299,Fender Left,P068,Fender Left,80.47955352047519,Exterior,,2024-11-22 19:30:47.823200,False,AI Model,1.742868588436864
G0300,Front Lamp,P015,Headlight Right,59.974698192642755,Lighting,Incorrect Naming,2025-02-07 23:43:47.823200,True,AI Model,2.2941742917403607
G0301,Fender Right,P019,Fender Right,93.94717981911819,Exterior,,2024-12-14 01:57:47.823200,False,AI Model,3.1794029668678507
G0302,Front Lamp,P045,Headlight Right,52.05722509586174,Lighting,Incorrect Naming,2025-01-16 15:08:47.823200,True,AI Model,4.014687926181204
G0303,Bonit,,,41.699320392217004,Body,Incorrect Naming,2025-01-03 09:05:47.823200,True,AI Model,0.9830687739480952
G0304,Fender Left,P058,Fender Left,84.48314485446463,Exterior,,2024-12-29 22:20:47.823200,False,AI Model,1.1791124239172055
G0305,Door Front Left,P006,Door Front Left,88.75588578363842,Body,,2025-01-20 21:46:47.823200,False,AI Model,1.2025609924475695
G0306,Door Front Right,P097,Door Front Right,81.45667570318777,Body,,2024-12-31 15:26:47.823200,False,AI Model,1.2689349815632314
G0307,Bonit,,,30.82939603158072,Body,Incorrect Naming,2025-01-20 15:52:47.823200,True,AI Model,0.9496299470456095
G0308,Door Front Right,P007,Door Front Right,81.26384502739096,Body,,2024-12-08 00:57:47.823200,False,AI Model,1.0291133965482542
G0309,Bonnet,P062,Hood,89.92116509900282,Body,,2024-12-06 05:39:47.823200,False,AI Model,3.077542330479308
G0310,Head Lamp,P055,Headlight Right,80.78170416757791,Lighting,,2025-01-11 16:20:47.823200,False,AI Model,0.5191160088194788
G0311,Bonnet,P052,Hood,83.06618471776288,Body,,2025-01-04 23:26:47.823200,False,AI Model,3.428565105793762
G0312,Back Bumper,P061,Rear Bumper,71.23635514548602,Exterior,,2024-11-26 16:34:47.823200,False,AI Model,3.231155348092692
G0313,Front Headlamp,P014,Headlight Left,80.16692294910948,Lighting,,2025-01-08 05:28:47.823200,False,AI Model,2.4859141815676544
G0314,Engine Hood,P032,Hood,75.5344738046154,Body,,2025-01-14 05:50:47.823200,False,AI Model,2.321642942440266
G0315,Door Front Left,P006,Door Front Left,89.05354972846928,Body,,2024-12-30 03:36:47.823200,True,AI Model,0.9187029852418434
G0316,Door Front Right,P097,Door Front Right,81.18540156315497,Body,,2025-01-13 22:08:47.823200,False,AI Model,4.274256648246675
G0317,Rear Bumper Assembly,P001,Rear Bumper,87.69011912643462,Exterior,,2024-11-17 04:11:47.823200,False,AI Model,2.461806225470846
G0318,Head Light Assembly,P014,Headlight Left,87.4932705208702,Lighting,,2024-12-20 06:16:47.823200,False,AI Model,2.4469066198772937
G0319,Door Front Left,P026,Door Front Left,84.21606995469021,Body,,2025-01-06 03:15:47.823200,False,AI Model,2.113950353029835
G0320,Fender Left,P008,Fender Left,93.92774878601043,Exterior,,2025-01-25 23:09:47.823200,False,AI Model,4.415728946779934
G0321,Front Light,P004,Headlight Left,83.3152674456358,Lighting,,2025-01-21 23:51:47.823200,False,AI Model,3.3286861845189724
G0322,Front Buffer,,,30.33322392132997,Exterior,Incorrect Naming,2024-11-23 23:17:47.823200,True,AI Model,1.8045211061881277
G0323,Door Front Right,P047,Door Front Right,85.356510022523,Body,,2024-12-17 10:41:47.823200,False,AI Model,0.7851245001320913
G0324,Front Glass,P063,Windshield,96.7431704452492,Glass,,2024-12-08 02:15:47.823200,False,AI Model,0.9210825101692437
G0325,Shield Glass,,,38.24561744530467,Glass,Incorrect Naming,2024-12-24 07:58:47.823200,True,AI Model,1.1450978961621772
G0326,Front Bumper Assembly,P080,Front Bumper,82.49507515128339,Exterior,,2025-02-04 21:06:47.823200,False,AI Model,1.6789761870787672
G0327,Front Cover,,,49.236352782589705,Body,Incorrect Naming,2025-02-12 08:34:47.823200,True,AI Model,4.648156813702296
G0328,Door Front Left,P076,Door Front Left,90.68948510360862,Body,,2025-01-01 12:01:47.823200,False,AI Model,2.767623983665002
G0329,Head Light Assembly,P064,Headlight Left,85.60654415355177,Lighting,,2024-12-19 08:36:47.823200,False,AI Model,1.6311701000824308
G0330,Door Front Left,P066,Door Front Left,80.54228909424488,Body,,2024-11-25 21:47:47.823200,False,AI Model,0.6047742091033498
G0331,Front Headlamp,P044,Headlight Left,71.63827157484228,Lighting,,2024-12-27 04:52:47.823200,False,AI Model,0.8842505632506265
G0332,Head Lamp,P085,Headlight Right,88.82525035121527,Lighting,,2024-12-09 22:16:47.823200,False,AI Model,3.908900869077472
G0333,Fender Right,P059,Fender Right,94.57311724663975,Exterior,,2025-01-31 07:30:47.823200,False,AI Model,3.7433846841611382
G0334,Door Front Left,P046,Door Front Left,83.8593645434068,Body,,2024-12-11 08:27:47.823200,False,AI Model,1.8483727230079692
G0335,Wind Shield,P013,Windshield,82.56768308368991,Glass,,2024-12-12 09:33:47.823200,False,AI Model,1.7511582209690495
G0336,Fender Left,P098,Fender Left,83.58168996095486,Exterior,,2025-02-01 17:06:47.823200,False,AI Model,1.4849581825687088
G0337,Fender Left,P038,Fender Left,87.6383196969357,Exterior,,2024-12-02 19:22:47.823200,False,AI Model,4.578826667483279
G0338,Head Light Assembly,P035,Headlight Right,77.19853706709287,Lighting,,2024-11-24 10:32:47.823200,False,AI Model,2.098901782783915
G0339,Front Lamp,,,30.050710727776956,Lighting,Incorrect Naming,2025-01-13 00:19:47.823200,True,AI Model,0.5724276525331355
G0340,Door Front Right,P017,Door Front Right,96.10726208166763,Body,,2025-01-22 08:31:47.823200,True,AI Model,1.7249284379291905
G0341,Front Hood,P042,Hood,79.98598146180953,Body,,2024-12-25 20:14:47.823200,False,AI Model,2.480197675261429
G0342,Front Bumper Assembly,P070,Front Bumper,95.07295785831599,Exterior,,2024-12-21 14:23:47.823200,False,AI Model,2.1026012398344482
G0343,Fender Left,P088,Fender Left,85.0491727328213,Exterior,,2025-02-11 10:41:47.823200,False,AI Model,1.0490878444861318
G0344,Bonnet,P042,Hood,80.5522478957393,Body,,2024-11-30 22:49:47.823200,False,AI Model,3.5266562653326754
G0345,Bumper-Front,P000,Front Bumper,75.16883438255101,Exterior,,2024-12-06 11:03:47.823200,False,AI Model,2.457224958505976
G0346,Fender Left,P078,Fender Left,85.36570795070172,Exterior,,2024-11-19 16:22:47.823200,False,AI Model,1.9500975927322344
G0347,Front Cover,,,30.3976240451902,Body,Incorrect Naming,2025-01-15 22:22:47.823200,True,AI Model,2.821009172857984
G0348,Fender Right,P009,Fender Right,87.94676219004495,Exterior,,2024-12-18 21:27:47.823200,False,AI Model,0.5955701869201829
G0349,Fender Left,P078,Fender Left,90.4663777328545,Exterior,,2025-01-05 02:36:47.823200,False,AI Model,0.9529020833096932
G0350,Front Windshield,P063,Windshield,80.2412561260424,Glass,,2025-01-03 03:20:47.823200,False,AI Model,2.166839920713362
G0351,Door Front Left,P026,Door Front Left,93.72533436921992,Body,,2024-12-28 00:28:47.823200,False,AI Model,1.673623213820537
G0352,Fender Left,P068,Fender Left,92.35950732645212,Exterior,,2024-12-07 20:41:47.823200,False,AI Model,2.5015541530112735
G0353,Head Light Assembly,P005,Headlight Right,82.69542441206458,Lighting,,2024-12-21 05:39:47.823200,False,AI Model,2.6536264845711273
G0354,Fender Left,P068,Fender Left,93.98694587820776,Exterior,,2025-01-26 20:34:47.823200,True,AI Model,3.3620106773192564
G0355,Door Front Left,P036,Door Front Left,90.53736285925282,Body,,2025-02-12 01:21:47.823200,False,AI Model,1.8017866980852024
G0356,Door Front Right,P007,Door Front Right,82.88844977779459,Body,,2025-01-17 09:12:47.823200,False,AI Model,0.7802894073738845
G0357,Front Light,P045,Headlight Right,97.3253734679067,Lighting,,2024-12-02 23:50:47.823200,False,AI Model,1.1663469656924252
G0358,Front Light,P015,Headlight Right,99.33524356404145,Lighting,,2024-12-18 21:12:47.823200,False,AI Model,1.4155467323859279
G0359,Fender Left,P028,Fender Left,97.17490657956016,Exterior,,2024-12-17 06:29:47.823200,False,AI Model,3.7915349380320147
G0360,Door Front Right,P047,Door Front Right,92.70207090308782,Body,,2024-12-23 17:35:47.823200,False,AI Model,3.263826743817659
G0361,Shield Glass,,,36.347424044315815,Glass,Incorrect Naming,2025-02-04 23:54:47.823200,True,AI Model,0.9646962765638764
G0362,Shield Glass,,,38.742336636100646,Glass,Incorrect Naming,2024-11-25 18:39:47.823200,True,AI Model,1.8555387837031159
G0363,Head Light Assembly,P095,Headlight Right,87.76566063518295,Lighting,,2024-12-31 18:32:47.823200,False,AI Model,2.074254055722702
G0364,Fender Left,P068,Fender Left,89.6824766130064,Exterior,,2024-12-04 10:16:47.823200,True,AI Model,0.7926839051435959
G0365,Rear Bumper Assembly,P031,Rear Bumper,83.42284445346704,Exterior,,2024-12-05 07:03:47.823200,False,AI Model,0.7369887868780354
G0366,Door Front Left,P066,Door Front Left,83.26662797618,Body,,2024-12-09 20:42:47.823200,False,AI Model,3.525615844047088
G0367,Back Bumper,P001,Rear Bumper,98.53197435288686,Exterior,,2024-12-21 21:39:47.823200,False,AI Model,4.147773634712463
G0368,Head Lamp,P044,Headlight Left,95.28372865080158,Lighting,,2025-01-26 09:53:47.823200,False,AI Model,2.2713674217249364
G0369,Front Hood,P042,Hood,95.79843125119106,Body,,2024-12-15 13:26:47.823200,False,AI Model,0.7351433004523127
G0370,Door Front Right,P077,Door Front Right,93.75537935670684,Body,,2025-02-05 13:14:47.823200,False,AI Model,2.3331108560316087
G0371,Fender Right,P029,Fender Right,83.945173735356,Exterior,,2025-01-09 22:57:47.823200,True,AI Model,1.0165544095852572
G0372,Fender Right,P079,Fender Right,93.164860810723,Exterior,,2025-02-09 20:07:47.823200,False,AI Model,1.4978664457205297
G0373,Bumper-Front,P090,Front Bumper,94.82637948255706,Exterior,,2025-02-11 07:41:47.823200,False,AI Model,1.2611788524978884
G0374,Engine Hood,P062,Hood,82.78684184674083,Body,,2024-12-18 18:35:47.823200,False,AI Model,4.9726769092985235
G0375,Fender Right,P009,Fender Right,81.4165434748805,Exterior,,2025-02-11 16:33:47.823200,False,AI Model,1.376249634549592
G0376,Head Lamp,P094,Headlight Left,85.14823675149934,Lighting,,2024-12-06 07:52:47.823200,False,AI Model,4.956083507732963
G0377,Head Light Assembly,P085,Headlight Right,81.54140161039243,Lighting,,2024-12-31 23:52:47.823200,False,AI Model,4.537065947776986
G0378,Bonnet,P062,Hood,82.93906548269962,Body,,2025-01-28 01:15:47.823200,False,AI Model,1.391173169203612
G0379,Hood Panel,P042,Hood,95.14805009390557,Body,,2024-12-20 09:58:47.823200,False,AI Model,4.622551937904915
G0380,Front Light,P084,Headlight Left,87.04978451205807,Lighting,,2025-01-15 16:22:47.823200,False,AI Model,2.4688171709284754
G0381,Fender Right,P049,Fender Right,90.5664984787503,Exterior,,2025-01-30 11:54:47.823200,False,AI Model,4.466923057341289
G0382,Door Front Right,P037,Door Front Right,89.63028008856213,Body,,2025-01-20 10:56:47.823200,False,AI Model,2.558899353481129
G0383,Wind Shield,P003,Windshield,77.16285782184038,Glass,,2024-12-15 15:47:47.823200,False,AI Model,1.8628496163800485
G0384,Head Lamp,P054,Headlight Left,77.69360766564662,Lighting,,2025-01-18 10:04:47.823200,False,AI Model,3.3742894934265295
G0385,Door Front Left,P066,Door Front Left,88.62829692788927,Body,,2024-12-29 20:00:47.823200,False,AI Model,2.7593529595588753
G0386,Rear Bumper Assy,P051,Rear Bumper,80.41399841872068,Exterior,,2024-11-28 13:35:47.823200,False,AI Model,2.3829217110162815
G0387,Head Lite,,,33.661006299581544,Lighting,Incorrect Naming,2024-12-16 09:14:47.823200,True,AI Model,4.3582051113435725
G0388,Front Glass,P013,Windshield,96.47516313898694,Glass,,2024-11-20 19:34:47.823200,False,AI Model,3.187197111133784
G0389,Front Light,P005,Headlight Right,72.59365470693827,Lighting,,2024-12-21 14:16:47.823200,False,AI Model,2.048178507199687
G0390,Head Light Assembly,P055,Headlight Right,74.44256176128114,Lighting,,2025-01-13 23:12:47.823200,False,AI Model,0.9116870330307814
G0391,Bonnet,P072,Hood,79.21136168653798,Body,,2025-01-10 03:58:47.823200,False,AI Model,0.8722192759298131
G0392,Door Front Right,P057,Door Front Right,91.8617886947963,Body,,2025-01-09 23:54:47.823200,False,AI Model,2.353652065172872
G0393,Front Light,P065,Headlight Right,73.52710308747156,Lighting,,2024-11-30 22:44:47.823200,False,AI Model,3.037890060795425
G0394,Front Light,P064,Headlight Left,91.03460251901731,Lighting,,2025-01-28 06:44:47.823200,False,AI Model,1.1207231583406263
G0395,Front Light,P064,Headlight Left,96.00720415524792,Lighting,,2024-12-06 13:20:47.823200,False,AI Model,2.4333929914673007
G0396,Front Glass,P053,Windshield,76.67140660182497,Glass,,2025-01-18 00:48:47.823200,False,AI Model,4.552833831130898
G0397,Front Lamp,,,32.35722399620863,Lighting,Incorrect Naming,2025-01-02 23:13:47.823200,True,AI Model,4.579292542699756
G0398,Front Headlamp,P054,Headlight Left,70.64594825181797,Lighting,,2024-12-29 00:58:47.823200,False,AI Model,4.154843040187204
G0399,Head Lamp,P035,Headlight Right,71.19640525422255,Lighting,,2025-02-04 18:03:47.823200,False,AI Model,3.6389804767195657
G0400,Front Bumper Assembly,P050,Front Bumper,82.65101223200695,Exterior,,2024-11-19 01:37:47.823200,False,AI Model,3.4593814862639904
G0401,Fender Left,P078,Fender Left,80.9485576544327,Exterior,,2024-11-17 22:18:47.823200,False,AI Model,3.111164376784294
G0402,Fender Left,P088,Fender Left,87.84582241591477,Exterior,,2025-01-06 22:44:47.823200,False,AI Model,1.7898240320776289
G0403,Windscreen,P003,Windshield,82.14228827297498,Glass,,2024-12-31 07:19:47.823200,False,AI Model,2.0212697863936206
G0404,Fender Left,P028,Fender Left,95.17713203806565,Exterior,,2024-12-09 20:39:47.823200,False,AI Model,2.048664290818683
G0405,Door Front Left,P036,Door Front Left,87.18230471108716,Body,,2025-01-10 11:40:47.823200,False,AI Model,2.349716585123399
G0406,Frt Bumper,P000,Front Bumper,82.08034219759573,Exterior,,2024-11-22 08:00:47.823200,False,AI Model,2.323648054772532
G0407,Door Front Left,P066,Door Front Left,97.65953172708576,Body,,2025-01-19 08:56:47.823200,True,AI Model,1.5623259020056433
G0408,Fender Right,P049,Fender Right,92.65687193823494,Exterior,,2025-01-09 20:06:47.823200,False,AI Model,2.5613717297592458
G0409,Rear Bumper Assembly,P091,Rear Bumper,78.61941337319358,Exterior,,2025-02-09 05:18:47.823200,False,AI Model,0.902979677687346
G0410,Head Light Assembly,P055,Headlight Right,82.1480417675219,Lighting,,2025-02-15 15:02:47.823200,False,AI Model,2.870176467105141
G0411,Door Front Right,P017,Door Front Right,81.69152095311905,Body,,2025-02-08 17:40:47.823200,False,AI Model,4.604582922068936
G0412,Bumper-Front,P090,Front Bumper,99.43399384523083,Exterior,,2024-12-23 00:36:47.823200,False,AI Model,3.1484531400318634
G0413,Bumper-Front,P060,Front Bumper,88.90970885081758,Exterior,,2024-12-29 03:00:47.823200,False,AI Model,1.5461609916904293
G0414,Engine Hood,P082,Hood,90.43420482440546,Body,,2025-01-11 10:28:47.823200,False,AI Model,3.0355740468915817
G0415,Frt Bumper,P030,Front Bumper,86.6099500508929,Exterior,,2024-11-19 02:52:47.823200,False,AI Model,1.705171257071498
G0416,Door Front Left,P016,Door Front Left,86.87640614327258,Body,,2024-12-01 17:02:47.823200,True,AI Model,2.3764143473450385
G0417,Back Bumper,P041,Rear Bumper,75.09173840787903,Exterior,,2025-02-08 09:26:47.823200,False,AI Model,2.8846335251264206
G0418,Frt Bumper,P090,Front Bumper,71.2560735947259,Exterior,,2025-02-13 00:49:47.823200,False,AI Model,4.3367672272271465
G0419,Fender Right,P019,Fender Right,97.17067789725546,Exterior,,2025-01-25 09:29:47.823200,False,AI Model,1.2160795878011494
G0420,Windshild,,,45.79193582094273,Glass,Incorrect Naming,2025-02-11 04:44:47.823200,True,AI Model,0.8050924343079475
G0421,Door Front Left,P056,Door Front Left,91.43936975478648,Body,,2025-02-06 11:10:47.823200,False,AI Model,4.62547971643741
